"parameter","estimate","se","zvalue","pvalue","max_grad","convergence","AIC"
"alpha_j",-0.304651317212957,0.300439259205795,-1.01401966579966,0.310573368522138,0.0076967113466615,0,2133.09858276039
"alpha_j",-4.88260838227154,0.627500335662701,-7.78104505253378,7.19278724939017e-15,0.0076967113466615,0,2133.09858276039
"alpha_j",-0.437130791016119,0.367402888570577,-1.18978593967191,0.234130537247274,0.0076967113466615,0,2133.09858276039
"alpha_j",-0.332171539579304,0.281201079502808,-1.1812598307468,0.237499519557619,0.0076967113466615,0,2133.09858276039
"alpha_j",-0.983907691796077,0.481341141289521,-2.04409639525134,0.0409440252043522,0.0076967113466615,0,2133.09858276039
"alpha_j",-0.847947282850176,0.461647593454561,-1.83678480051177,0.0662416706234631,0.0076967113466615,0,2133.09858276039
"alpha_j",-0.427318459813254,0.101011238300952,-4.2304051212609,2.33270818523115e-05,0.0076967113466615,0,2133.09858276039
"alpha_j",-1.32972102036728,0.079672034278635,-16.6899343340084,1.55141321461167e-62,0.0076967113466615,0,2133.09858276039
"alpha_j",-3.66297787205179,0.655121013271505,-5.59129961922581,2.25376285607101e-08,0.0076967113466615,0,2133.09858276039
"alpha_j",-3.7223529235632,0.442414689617792,-8.41371909865604,3.97211285809421e-17,0.0076967113466615,0,2133.09858276039
"alpha_j",-2.61396991287112,0.486173507134997,-5.37661940543645,7.5897371896584e-08,0.0076967113466615,0,2133.09858276039
"alpha_j",-1.66318989961987,0.450659771874744,-3.69056659461971,0.000223755098527119,0.0076967113466615,0,2133.09858276039
"alpha_j",-3.78128773792705,0.320557249990712,-11.7959825835685,4.09394102380827e-32,0.0076967113466615,0,2133.09858276039
"alpha_j",-6.00660487722111,1.7562255491792,-3.42017850726997,0.000625800564745875,0.0076967113466615,0,2133.09858276039
"alpha_j",-4.15372250742439,0.187550772434294,-22.1471895503901,1.11032985552751e-108,0.0076967113466615,0,2133.09858276039
"alpha_j",-4.00308644313084,0.100202031069958,-39.950152710338,0,0.0076967113466615,0,2133.09858276039
"alpha_j",-1.74985698329541,0.290355235728495,-6.02660730020953,1.67437166087001e-09,0.0076967113466615,0,2133.09858276039
"theta_z",0.22470414223424,0.522430108869205,0.430113307827166,0.667113220003448,0.0076967113466615,0,2133.09858276039
"theta_z",-0.148515633603817,0.349291146653909,-0.42519152010163,0.670697065383248,0.0076967113466615,0,2133.09858276039
"theta_z",0.265007056784381,0.616154127658207,0.430098647219297,0.667123884042356,0.0076967113466615,0,2133.09858276039
"theta_z",0.20479154719301,0.476140962833577,0.430106970789215,0.667117829518886,0.0076967113466615,0,2133.09858276039
"theta_z",0.317707393949483,0.738870332965173,0.429990730138651,0.667202384353647,0.0076967113466615,0,2133.09858276039
"theta_z",0.0777131812034294,0.184294035150661,0.421680393182007,0.673258317550576,0.0076967113466615,0,2133.09858276039
"theta_z",0.0284248528904071,0.0665516996967027,0.427109345365306,0.669299686444635,0.0076967113466615,0,2133.09858276039
"theta_z",0.0306277820594213,0.0715480762959303,0.428072753944377,0.668598152587682,0.0076967113466615,0,2133.09858276039
"theta_z",-0.36909208955729,0.859084467041366,-0.429634225407916,0.667461736498202,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0893839475624409,0.211133594047623,-0.423352560096521,0.672038051628306,0.0076967113466615,0,2133.09858276039
"theta_z",-0.188631403346171,0.440080767728911,-0.428629054433862,0.668193197978293,0.0076967113466615,0,2133.09858276039
"theta_z",0.295851124397678,0.688052608171114,0.429983290353434,0.66720779628601,0.0076967113466615,0,2133.09858276039
"theta_z",-0.192680909005157,0.448432299225171,-0.429676696656513,0.667430837181109,0.0076967113466615,0,2133.09858276039
"theta_z",0.221167617414512,0.534527438841096,0.413762889130675,0.679047764782278,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0674149113097755,0.158008432082062,-0.426653884362092,0.669631444111603,0.0076967113466615,0,2133.09858276039
"theta_z",0.0204877160539563,0.0505998714730776,0.404896602649615,0.685553515739592,0.0076967113466615,0,2133.09858276039
"theta_z",0.201511607586593,0.468658025951122,0.429975795629731,0.66721324819985,0.0076967113466615,0,2133.09858276039
"theta_z",0.17702971809779,0.392249937446128,0.451318664957348,0.651759894362795,0.0076967113466615,0,2133.09858276039
"theta_z",0.0177949361241786,0.0396898134638374,0.448350208055075,0.653900470681605,0.0076967113466615,0,2133.09858276039
"theta_z",0.0187343513960063,0.0416466454497139,0.449840586047371,0.652825390754584,0.0076967113466615,0,2133.09858276039
"theta_z",0.0453251743372077,0.100615984430152,0.450476875954759,0.652366624201807,0.0076967113466615,0,2133.09858276039
"theta_z",0.129626908346516,0.287046852018218,0.451587980969356,0.651565830159434,0.0076967113466615,0,2133.09858276039
"theta_z",0.0223266539369895,0.0495602438215953,0.450495240042804,0.652353385601553,0.0076967113466615,0,2133.09858276039
"theta_z",0.0162122313127372,0.0360370872756114,0.449876295182965,0.652799640902209,0.0076967113466615,0,2133.09858276039
"theta_z",0.128028667301186,0.283682164028521,0.451310246238515,0.65176596111823,0.0076967113466615,0,2133.09858276039
"theta_z",0.0345711390760773,0.0785317168137412,0.440218811949214,0.659778636072164,0.0076967113466615,0,2133.09858276039
"theta_z",0.107008257586666,0.237224390060611,0.451084551463389,0.651928611440326,0.0076967113466615,0,2133.09858276039
"theta_z",0.0210547449180381,0.0474833883900208,0.443412857252264,0.657467137786273,0.0076967113466615,0,2133.09858276039
"theta_z",0.049292865652263,0.109492736805553,0.450193018188976,0.652571270098097,0.0076967113466615,0,2133.09858276039
"theta_z",-0.330016508782445,0.733147928880126,-0.450136317354863,0.652612151427082,0.0076967113466615,0,2133.09858276039
"theta_z",0.0375781366355506,0.0838514059873183,0.44815153894061,0.65404383440521,0.0076967113466615,0,2133.09858276039
"theta_z",0.0245666337599141,0.0552949173135257,0.444283759764387,0.656837441255778,0.0076967113466615,0,2133.09858276039
"theta_z",-0.015463871989389,0.0346541625607001,-0.446234185065141,0.65542809183281,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0339245633336561,0.0705982255785791,-0.480529971619421,0.630850596678268,0.0076967113466615,0,2133.09858276039
"theta_z",-0.00638551914394025,0.0136293043603247,-0.468513944301418,0.639417101495783,0.0076967113466615,0,2133.09858276039
"theta_z",0.0744161275863796,0.154795290190928,0.480738964955544,0.630702034100769,0.0076967113466615,0,2133.09858276039
"theta_z",0.0570096296125158,0.118753203535728,0.480068140606951,0.631178941420286,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0249782312746045,0.0519820430852063,-0.480516535944182,0.630860147916932,0.0076967113466615,0,2133.09858276039
"theta_z",0.0173676720895043,0.0362108232084745,0.479626546723734,0.631492966403759,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0207541398532012,0.0439478037653016,-0.472245210796798,0.636751772658406,0.0076967113466615,0,2133.09858276039
"theta_z",-0.179366087098703,0.372985106385218,-0.480893429866485,0.630592242558714,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0954400072423899,0.198539729792839,-0.48070986770242,0.630722716942207,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0895155138736935,0.186150032236836,-0.480878315185056,0.630602985507234,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0379160705700179,0.0790975966046262,-0.479358061402845,0.631683923438142,0.0076967113466615,0,2133.09858276039
"theta_z",0.587856386024897,1.2227058539219,0.480783161493267,0.630670618974624,0.0076967113466615,0,2133.09858276039
"theta_z",0.0394778230115392,0.0825459153230807,0.478252895458545,0.632470218440875,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0007989291363164,0.0089181313343751,-0.0895848139438038,0.928617152596053,0.0076967113466615,0,2133.09858276039
"theta_z",-0.0408817598327302,0.0850791205227817,-0.480514603130897,0.630861521932664,0.0076967113466615,0,2133.09858276039
"theta_z",2.76735474191611,6.43963327472715,0.429737940633484,0.667386281041122,0.0076967113466615,0,2133.09858276039
"theta_z",6.84842940590552,15.1816481262841,0.45109920536551,0.651918050383385,0.0076967113466615,0,2133.09858276039
"theta_z",4.69163584194406,9.76448126382969,0.480479783326859,0.630886275167414,0.0076967113466615,0,2133.09858276039
"log_sigma",0.192100122398719,0.00225066957081753,85.3524324003461,0,0.0076967113466615,0,2133.09858276039
"log_kappa",-1.79879331842776,0.0975549527663977,-18.4387698155634,6.41849777112796e-76,0.0076967113466615,0,2133.09858276039
